id,image_url,imdb_rating,ant_tracker_half,ant_tracker_6,ant_tracker_4,imdb_votes,number_in_season,number_in_series,original_air_date,original_air_year,production_code,season,title,us_viewers_in_millions,video_url,views
1,http://static-media.fxx.com/img/FX_Networks_-_FXX/617/479/Simpsons_01_08.jpg,8.2,8.2,8.2,8.2,3734,1,1,1989-12-17,1989,7G08,1,Simpsons Roasting on an Open Fire,26.7,http://www.simpsonsworld.com/video/273376835817,171408
2,http://static-media.fxx.com/img/FX_Networks_-_FXX/265/167/Simpsons_01_02.jpg,7.8,8,8.92,7.74,1973,2,2,1990-01-14,1990,7G02,1,Bart the Genius,24.5,http://www.simpsonsworld.com/video/283744835990,91423
3,http://static-media.fxx.com/img/FX_Networks_-_FXX/621/883/Simpsons_01_03.jpg,7.5,7.75,9.227,7.7095,1709,3,3,1990-01-21,1990,7G03,1,Homer's Odyssey,27.5,http://www.simpsonsworld.com/video/273381443699,78072
4,http://static-media.fxx.com/img/FX_Networks_-_FXX/632/119/Simpsons_01_04__343617.jpg,7.8,7.775,9.4237,7.79565,1701,4,4,1990-01-28,1990,7G04,1,There's No Disgrace Like Home,20.2,http://www.simpsonsworld.com/video/273392195780,67378
5,http://static-media.fxx.com/img/FX_Networks_-_FXX/274/735/Simpsons_01_05.jpg,8.1,7.9375,9.62297,7.929745,1732,5,5,1990-02-04,1990,7G05,1,Bart the General,27.1,http://www.simpsonsworld.com/video/300934723994,63129
6,http://static-media.fxx.com/img/FX_Networks_-_FXX/631/642/Simpsons_01_06.jpg,7.6,7.76875,9.658157,8.0009765,1674,6,6,1990-02-11,1990,7G06,1,Moaning Lisa,27.4,http://www.simpsonsworld.com/video/273391683535,55355
7,http://static-media.fxx.com/img/FX_Networks_-_FXX/636/523/Simpsons_01_09__827207.jpg,7.9,7.834375,9.7120817,8.05643145,1638,7,7,1990-02-18,1990,7G09,1,The Call of the Simpsons,27.6,http://www.simpsonsworld.com/video/273396803837,57793
8,http://static-media.fxx.com/img/FX_Networks_-_FXX/688/495/Simpsons_01_07__906920.jpg,7.7,7.7671875,9.71084277,8.077993965,1580,8,8,1990-02-25,1990,7G07,1,The Telltale Head,28,http://www.simpsonsworld.com/video/305663555641,66311
9,http://static-media.fxx.com/img/FX_Networks_-_FXX/132/587/Simpsons_01_11.jpg,7.5,7.63359375,9.643302537,8.052848855,1578,9,9,1990-03-18,1990,7G11,1,Life on the Fast Lane,33.5,http://www.simpsonsworld.com/video/280384579592,64776
10,http://static-media.fxx.com/img/FX_Networks_-_FXX/305/815/Simpsons_01_10.jpg,7.4,7.516796875,9.54437996,7.993329522,1511,10,10,1990-03-25,1990,7G10,1,Homer's Night Out,30.3,http://www.simpsonsworld.com/video/275197507879,50816
11,http://static-media.fxx.com/img/FX_Networks_-_FXX/350/31/Simpsons_01_13.jpg,7.8,7.658398438,9.555827195,7.975245406,1539,11,11,1990-04-15,1990,7G13,1,The Crepes of Wrath,31.2,http://www.simpsonsworld.com/video/306382403766,60458
